,CustomerID,AccountBalance,LastLogin,Name,Age,Address,SuspiciousFlag,TransactionID,Amount,AnomalyScore,TransactionAmount,FraudIndicator,Category,Timestamp,MerchantID,MerchantName,Location
10,1012,2706.148887561668,2022-01-12,Customer 1012,45,Address 1012,0,716,81.243458802052,0.9293811480336908,38.33468351103839,0,Retail,2022-01-30 19:00:00,2400,Merchant 2400,Location 2400
11,1014,9922.29197304782,2022-01-14,Customer 1014,27,Address 1014,0,945,42.60535294784076,0.6185239469195336,58.05162091309303,0,Retail,2022-02-09 08:00:00,2568,Merchant 2568,Location 2568
12,1016,8612.857297188031,2022-01-16,Customer 1016,22,Address 1016,0,545,68.36571539188091,0.8104288293091033,46.78951927456144,0,Other,2022-01-23 16:00:00,2264,Merchant 2264,Location 2264
13,1017,5179.000965050205,2022-01-17,Customer 1017,21,Address 1017,0,142,74.95521382139967,0.5218400263257464,50.497451261542906,0,Other,2022-01-06 21:00:00,2919,Merchant 2919,Location 2919
14,1017,5179.000965050205,2022-01-17,Customer 1017,21,Address 1017,0,265,41.54205962794481,0.4933083192807312,29.782455750319624,0,Food,2022-01-12 00:00:00,2055,Merchant 2055,Location 2055
15,1017,5179.000965050205,2022-01-17,Customer 1017,21,Address 1017,0,792,72.01022436079609,0.927048823145471,26.457402340765253,0,Retail,2022-02-02 23:00:00,2173,Merchant 2173,Location 2173
16,1018,2727.830524924492,2022-01-18,Customer 1018,28,Address 1018,0,443,48.00091682800642,0.338016679808673,97.04398304186093,0,Food,2022-01-19 10:00:00,2275,Merchant 2275,Location 2275
17,1019,3797.734535980661,2022-01-19,Customer 1019,37,Address 1019,0,141,61.41387641863861,0.671085348147031,46.56716357207259,0,Retail,2022-01-06 20:00:00,2209,Merchant 2209,Location 2209
18,1019,3797.734535980661,2022-01-19,Customer 1019,37,Address 1019,0,567,39.17632975406391,0.0544760907055447,12.481657914339143,0,Retail,2022-01-24 14:00:00,2444,Merchant 2444,Location 2444
19,1020,3552.855147081368,2022-01-20,Customer 1020,55,Address 1020,0,979,52.33810790461614,0.0391697034094615,79.72344815204072,0,Other,2022-02-10 18:00:00,2910,Merchant 2910,Location 2910
20,1022,4265.273573478986,2022-01-22,Customer 1022,55,Address 1022,0,197,41.600666147750765,0.7831297143194322,39.746571370799046,0,Retail,2022-01-09 04:00:00,2125,Merchant 2125,Location 2125
21,1023,9545.47486907634,2022-01-23,Customer 1023,34,Address 1023,0,101,58.92390637798005,0.9603976293466876,88.98436112503889,0,Food,2022-01-05 04:00:00,2433,Merchant 2433,Location 2433
22,1023,9545.47486907634,2022-01-23,Customer 1023,34,Address 1023,0,220,95.66715462171436,0.3073939306775677,66.7376965174679,0,Online,2022-01-10 03:00:00,2338,Merchant 2338,Location 2338
23,1024,1795.3282266181373,2022-01-24,Customer 1024,40,Address 1024,0,192,61.29285089639624,0.0361401268487941,65.20547785019431,0,Retail,2022-01-08 23:00:00,2940,Merchant 2940,Location 2940
24,1024,1795.3282266181373,2022-01-24,Customer 1024,40,Address 1024,0,238,55.20400597044325,0.0897404131770416,25.29149584461545,0,Retail,2022-01-10 21:00:00,2231,Merchant 2231,Location 2231
25,1024,1795.3282266181373,2022-01-24,Customer 1024,40,Address 1024,0,459,40.22710518557125,0.3161546261299969,60.05883679842616,0,Travel,2022-01-20 02:00:00,2850,Merchant 2850,Location 2850
26,1024,1795.3282266181373,2022-01-24,Customer 1024,40,Address 1024,0,923,52.160534543489405,0.9494127546761172,21.36611514974726,0,Other,2022-02-08 10:00:00,2734,Merchant 2734,Location 2734
27,1025,4450.390070063062,2022-01-25,Customer 1025,18,Address 1025,0,504,93.49535668273188,0.5714744224253233,10.905845947871857,0,Other,2022-01-21 23:00:00,2128,Merchant 2128,Location 2128
28,1026,8091.736701622896,2022-01-26,Customer 1026,58,Address 1026,0,210,27.51230202452078,0.3227980839253159,21.239305903956133,0,Other,2022-01-09 17:00:00,2332,Merchant 2332,Location 2332
29,1026,8091.736701622896,2022-01-26,Customer 1026,58,Address 1026,0,427,57.04065911383756,0.221038682624785,92.36977334658442,0,Travel,2022-01-18 18:00:00,2644,Merchant 2644,Location 2644
30,1027,9527.947107479318,2022-01-27,Customer 1027,46,Address 1027,0,2,12.881180192784145,0.0817488708011465,12.053087153568082,0,Online,2022-01-01 01:00:00,2070,Merchant 2070,Location 2070
31,1029,8467.122622743587,2022-01-29,Customer 1029,37,Address 1029,0,525,28.32936501855892,0.4390107433850064,51.65768770234823,0,Travel,2022-01-22 20:00:00,2954,Merchant 2954,Location 2954
32,1030,3767.55788843177,2022-01-30,Customer 1030,54,Address 1030,0,33,59.3509900357369,0.7904919847795615,16.31638922256401,0,Other,2022-01-02 08:00:00,2693,Merchant 2693,Location 2693
33,1030,3767.55788843177,2022-01-30,Customer 1030,54,Address 1030,0,981,50.18606437061031,0.722522347875597,44.54646421771303,0,Travel,2022-02-10 20:00:00,2747,Merchant 2747,Location 2747
34,1033,2042.69235205651,2022-02-02,Customer 1033,50,Address 1033,0,349,74.41312191791293,0.1012959291600077,54.42464188670317,0,Online,2022-01-15 12:00:00,2813,Merchant 2813,Location 2813
35,1033,2042.69235205651,2022-02-02,Customer 1033,50,Address 1033,0,715,72.44134982030823,0.0862754303281585,61.12091510551122,0,Other,2022-01-30 18:00:00,2379,Merchant 2379,Location 2379
36,1036,9381.14521854332,2022-02-05,Customer 1036,37,Address 1036,0,585,18.479134277595005,0.2951400443856831,96.86197649100174,0,Online,2022-01-25 08:00:00,2362,Merchant 2362,Location 2362
37,1037,9519.477121680264,2022-02-06,Customer 1037,61,Address 1037,0,959,31.808666818145923,0.892658062596063,42.91180927061685,0,Travel,2022-02-09 22:00:00,2946,Merchant 2946,Location 2946
38,1038,5402.920850264518,2022-02-07,Customer 1038,62,Address 1038,0,40,80.53777562959479,0.5326091267272046,89.31329987617828,0,Other,2022-01-02 15:00:00,2995,Merchant 2995,Location 2995
39,1043,8236.476448026788,2022-02-12,Customer 1043,25,Address 1043,0,55,62.13088122838467,0.6294201752731601,79.91319162474862,0,Other,2022-01-03 06:00:00,2312,Merchant 2312,Location 2312
40,1043,8236.476448026788,2022-02-12,Customer 1043,25,Address 1043,0,615,14.560537509054024,0.2283551215387463,59.31212836896322,0,Online,2022-01-26 14:00:00,2215,Merchant 2215,Location 2215
41,1044,5084.274000658554,2022-02-13,Customer 1044,22,Address 1044,0,51,42.07616320785515,0.9181560081146742,28.42012347274126,0,Retail,2022-01-03 02:00:00,2638,Merchant 2638,Location 2638
42,1044,5084.274000658554,2022-02-13,Customer 1044,22,Address 1044,0,972,60.98276949454476,0.6371430223864262,48.3009931012414,0,Retail,2022-02-10 11:00:00,2248,Merchant 2248,Location 2248
43,1045,5168.955418988636,2022-02-14,Customer 1045,58,Address 1045,0,711,33.00075703386983,0.7644016167901966,42.5880848294819,0,Travel,2022-01-30 14:00:00,2016,Merchant 2016,Location 2016
44,1048,8077.87841230679,2022-02-17,Customer 1048,49,Address 1048,0,357,33.61255713368315,0.2007972409097866,50.06525560315955,0,Travel,2022-01-15 20:00:00,2429,Merchant 2429,Location 2429
45,1049,7144.298707590787,2022-02-18,Customer 1049,30,Address 1049,0,775,55.29304755520577,0.6442075669758306,43.192593645672574,0,Food,2022-02-02 06:00:00,2914,Merchant 2914,Location 2914
46,1049,7144.298707590787,2022-02-18,Customer 1049,30,Address 1049,0,897,63.498140700143466,0.9371213001718842,58.27148018561604,0,Online,2022-02-07 08:00:00,2844,Merchant 2844,Location 2844
47,1050,7921.752971281453,2022-02-19,Customer 1050,57,Address 1050,0,520,98.59494640028537,0.6238651273078697,45.505085906455086,0,Online,2022-01-22 15:00:00,2933,Merchant 2933,Location 2933
48,1051,4620.924284406736,2022-02-20,Customer 1051,30,Address 1051,0,577,76.76312543775113,0.0305014318747617,86.65348344932752,0,Other,2022-01-25 00:00:00,2601,Merchant 2601,Location 2601
49,1051,4620.924284406736,2022-02-20,Customer 1051,30,Address 1051,0,836,63.40605444348808,0.7075110007403849,29.359450963182923,0,Retail,2022-02-04 19:00:00,2869,Merchant 2869,Location 2869
50,1052,7224.6321196105455,2022-02-21,Customer 1052,38,Address 1052,0,526,76.27368428978873,0.143270469987192,45.90027099168569,0,Food,2022-01-22 21:00:00,2066,Merchant 2066,Location 2066
51,1053,8044.236477870637,2022-02-22,Customer 1053,22,Address 1053,0,848,91.47555974162536,0.8897842797188479,85.33863254072617,1,Travel,2022-02-05 07:00:00,2288,Merchant 2288,Location 2288
52,1054,2873.839987462341,2022-02-23,Customer 1054,27,Address 1054,0,87,78.55221406635722,0.7086399710261254,59.06169368651467,0,Retail,2022-01-04 14:00:00,2586,Merchant 2586,Location 2586
53,1055,1611.5383147896853,2022-02-24,Customer 1055,24,Address 1055,0,978,41.61384354634974,0.5632794636722344,27.01624975483371,0,Online,2022-02-10 17:00:00,2983,Merchant 2983,Location 2983
54,1056,3507.492645445045,2022-02-25,Customer 1056,46,Address 1056,0,67,81.34788954135908,0.169625926112435,59.48591943885853,0,Retail,2022-01-03 18:00:00,2171,Merchant 2171,Location 2171
55,1056,3507.492645445045,2022-02-25,Customer 1056,46,Address 1056,0,815,94.63416453223545,0.1044047171429316,82.09475889297713,0,Food,2022-02-03 22:00:00,2202,Merchant 2202,Location 2202
56,1057,6531.558064499151,2022-02-26,Customer 1057,21,Address 1057,0,758,61.919534669867325,0.6307677188404481,96.5446629589214,0,Travel,2022-02-01 13:00:00,2621,Merchant 2621,Location 2621
57,1058,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,0,337,59.06558827131725,0.148080122369467,53.56586867960771,0,Other,2022-01-15 00:00:00,2169,Merchant 2169,Location 2169
58,1058,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,0,780,37.21490182370482,0.3170494174588841,89.49786591397454,0,Travel,2022-02-02 11:00:00,2825,Merchant 2825,Location 2825
59,1058,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,0,941,13.844857117841546,0.0510733055658789,93.3830334942078,0,Travel,2022-02-09 04:00:00,2385,Merchant 2385,Location 2385
60,1059,4450.429068562766,2022-02-28,Customer 1059,42,Address 1059,0,177,57.400809663920754,0.3663305510153918,96.99742620925753,0,Other,2022-01-08 08:00:00,2372,Merchant 2372,Location 2372
61,1059,4450.429068562766,2022-02-28,Customer 1059,42,Address 1059,0,446,21.93791661410581,0.3686420002198971,86.8363757086116,0,Other,2022-01-19 13:00:00,2706,Merchant 2706,Location 2706
62,1060,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,0,311,27.453116490888377,0.0069695841114257,81.94669264544623,0,Travel,2022-01-13 22:00:00,2864,Merchant 2864,Location 2864
63,1060,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,0,925,77.5892520491586,0.2606398456693745,11.443127474715745,0,Travel,2022-02-08 12:00:00,2841,Merchant 2841,Location 2841
64,1060,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,0,991,37.54797796124622,0.6457439079137509,27.2944913550858,0,Retail,2022-02-11 06:00:00,2947,Merchant 2947,Location 2947
65,1062,8955.195409522166,2022-03-03,Customer 1062,39,Address 1062,0,393,36.838900427625575,0.5825710700212284,85.51239290310919,0,Retail,2022-01-17 08:00:00,2479,Merchant 2479,Location 2479
66,1066,8979.728844071804,2022-03-07,Customer 1066,64,Address 1066,0,148,79.52197137501955,0.5996910725465628,78.51656294055846,0,Online,2022-01-07 03:00:00,2369,Merchant 2369,Location 2369
67,1067,1555.7402540205333,2022-03-08,Customer 1067,36,Address 1067,0,339,26.18399976018048,0.3973709630787997,81.11241003559783,0,Travel,2022-01-15 02:00:00,2081,Merchant 2081,Location 2081
68,1069,8363.065543345401,2022-03-10,Customer 1069,38,Address 1069,0,126,55.20289159939914,0.407731665515309,60.02616890446173,0,Other,2022-01-06 05:00:00,2226,Merchant 2226,Location 2226
69,1071,4962.283526863032,2022-03-12,Customer 1071,64,Address 1071,0,89,26.00722367933592,0.4402907533266011,77.76328614592758,0,Retail,2022-01-04 16:00:00,2055,Merchant 2055,Location 2055
70,1072,3239.352859829109,2022-03-13,Customer 1072,21,Address 1072,0,710,19.9715699068954,0.4064630622506033,46.44970143584911,0,Retail,2022-01-30 13:00:00,2363,Merchant 2363,Location 2363
71,1073,2392.9224118361144,2022-03-14,Customer 1073,56,Address 1073,0,358,41.6707105414218,0.1206256230589088,50.13305863195163,0,Food,2022-01-15 21:00:00,2897,Merchant 2897,Location 2897
72,1073,2392.9224118361144,2022-03-14,Customer 1073,56,Address 1073,0,547,98.64640220462732,0.3061671106089534,14.024762382450913,0,Food,2022-01-23 18:00:00,2365,Merchant 2365,Location 2365
73,1077,7580.464854893932,2022-03-18,Customer 1077,38,Address 1077,0,642,79.32819585918911,0.7288229515947116,45.25970332313416,0,Food,2022-01-27 17:00:00,2543,Merchant 2543,Location 2543
74,1078,1689.971098136797,2022-03-19,Customer 1078,32,Address 1078,0,321,57.86994336632967,0.9389942798388944,54.92016403904978,0,Food,2022-01-14 08:00:00,2142,Merchant 2142,Location 2142
75,1083,3012.90594624605,2022-03-24,Customer 1083,29,Address 1083,0,952,73.97469114745326,0.9136424000128052,80.34022583092302,0,Online,2022-02-09 15:00:00,2043,Merchant 2043,Location 2043
76,1084,2169.4259351690243,2022-03-25,Customer 1084,60,Address 1084,0,182,90.0500458660583,0.7304494846487675,18.852697182192355,0,Travel,2022-01-08 13:00:00,2220,Merchant 2220,Location 2220
77,1084,2169.4259351690243,2022-03-25,Customer 1084,60,Address 1084,0,806,10.006932562275091,0.5193765475390857,18.325196086405228,0,Other,2022-02-03 13:00:00,2037,Merchant 2037,Location 2037
78,1085,6148.870554004673,2022-03-26,Customer 1085,35,Address 1085,0,873,16.43832083940835,0.5119893821825897,52.16739126943224,0,Retail,2022-02-06 08:00:00,2859,Merchant 2859,Location 2859
79,1085,6148.870554004673,2022-03-26,Customer 1085,35,Address 1085,0,947,15.061303969882118,0.8313888508428988,59.25107738424546,0,Online,2022-02-09 10:00:00,2741,Merchant 2741,Location 2741
80,1086,4190.332236711198,2022-03-27,Customer 1086,63,Address 1086,0,329,93.37250431864632,0.9565005520133336,59.29937764417035,0,Food,2022-01-14 16:00:00,2182,Merchant 2182,Location 2182
81,1087,2934.8098384758123,2022-03-28,Customer 1087,28,Address 1087,0,38,46.214982406953474,0.682579996111541,35.25955889294103,0,Retail,2022-01-02 13:00:00,2967,Merchant 2967,Location 2967
82,1087,2934.8098384758123,2022-03-28,Customer 1087,28,Address 1087,0,144,44.586046124582026,0.2643047451700305,70.58921223632976,0,Online,2022-01-06 23:00:00,2954,Merchant 2954,Location 2954
83,1088,1511.7079457480804,2022-03-29,Customer 1088,38,Address 1088,0,934,59.64679754482704,0.6985546855885032,37.06997240789393,0,Food,2022-02-08 21:00:00,2315,Merchant 2315,Location 2315
84,1089,6121.739350549565,2022-03-30,Customer 1089,50,Address 1089,0,173,63.47667766306569,0.9566960542981932,69.26898129140069,0,Online,2022-01-08 04:00:00,2200,Merchant 2200,Location 2200
85,1090,8109.977178153809,2022-03-31,Customer 1090,26,Address 1090,0,726,97.9655891931388,0.594546916352256,69.57944246923061,0,Other,2022-01-31 05:00:00,2251,Merchant 2251,Location 2251
86,1091,1736.4684385177802,2022-04-01,Customer 1091,58,Address 1091,0,772,56.42487376973606,0.6688014420321982,94.50323285575251,0,Online,2022-02-02 03:00:00,2997,Merchant 2997,Location 2997
87,1094,4974.2547531484415,2022-04-04,Customer 1094,32,Address 1094,0,753,72.96000414657226,0.492541900507644,71.51465911098049,0,Food,2022-02-01 08:00:00,2638,Merchant 2638,Location 2638
88,1095,8403.77366742826,2022-04-05,Customer 1095,27,Address 1095,1,207,81.56433192297125,0.2741100007272282,49.02599806311397,0,Other,2022-01-09 14:00:00,2713,Merchant 2713,Location 2713
89,1096,6439.7423175111935,2022-04-06,Customer 1096,57,Address 1096,0,589,25.97962923980079,0.4570518240336341,97.12673921424852,0,Travel,2022-01-25 12:00:00,2749,Merchant 2749,Location 2749
90,1098,6405.360523608859,2022-04-08,Customer 1098,61,Address 1098,0,154,55.74925986254664,0.0363253594047917,23.19675309370517,0,Online,2022-01-07 09:00:00,2480,Merchant 2480,Location 2480
91,1100,2924.235910641115,2022-04-10,Customer 1100,62,Address 1100,0,293,91.37503293179564,0.2961903751706429,79.28311196441244,0,Travel,2022-01-13 04:00:00,2038,Merchant 2038,Location 2038
92,1102,7398.457248836791,2022-04-12,Customer 1102,28,Address 1102,0,573,75.88625236108902,0.4324468689113392,60.08855743019992,0,Travel,2022-01-24 20:00:00,2227,Merchant 2227,Location 2227
93,1103,2465.964878217213,2022-04-13,Customer 1103,41,Address 1103,0,669,64.79659280908365,0.3129603006925582,70.54560828705364,0,Other,2022-01-28 20:00:00,2433,Merchant 2433,Location 2433
94,1104,1693.073845531838,2022-04-14,Customer 1104,52,Address 1104,0,43,55.81926585658818,0.5672705382841227,62.40210028810944,0,Online,2022-01-02 18:00:00,2910,Merchant 2910,Location 2910
95,1105,7588.2826264097375,2022-04-15,Customer 1105,37,Address 1105,0,157,93.21260497318085,0.7535838037722454,60.54514510210061,0,Online,2022-01-07 12:00:00,2068,Merchant 2068,Location 2068
96,1107,6166.294345881851,2022-04-17,Customer 1107,60,Address 1107,0,184,76.74484865313467,0.9345265989340056,70.84194087334146,0,Retail,2022-01-08 15:00:00,2507,Merchant 2507,Location 2507
97,1108,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,0,66,51.4144879788989,0.1072906870387059,16.34857049322759,0,Other,2022-01-03 17:00:00,2561,Merchant 2561,Location 2561
98,1108,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,0,390,71.88748429042212,0.7009297040106874,93.19802228295498,0,Other,2022-01-17 05:00:00,2548,Merchant 2548,Location 2548
99,1108,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,0,958,82.00241852701163,0.410923840158629,54.94891695192088,0,Travel,2022-02-09 21:00:00,2139,Merchant 2139,Location 2139
100,1109,8085.065244586696,2022-04-19,Customer 1109,63,Address 1109,0,419,41.354180924006975,0.1949825658110274,66.2294875840379,0,Retail,2022-01-18 10:00:00,2356,Merchant 2356,Location 2356
101,1111,7980.849544448291,2022-04-21,Customer 1111,32,Address 1111,0,527,39.82600629262846,0.2726297489815542,99.16801168992616,0,Other,2022-01-22 22:00:00,2670,Merchant 2670,Location 2670
102,1111,7980.849544448291,2022-04-21,Customer 1111,32,Address 1111,0,868,27.450619758180107,0.7508760418949948,49.86699032460815,0,Retail,2022-02-06 03:00:00,2712,Merchant 2712,Location 2712
103,1112,9784.73655418159,2022-04-22,Customer 1112,57,Address 1112,0,147,19.688496513147165,0.5907825622817242,93.62801307167632,0,Travel,2022-01-07 02:00:00,2504,Merchant 2504,Location 2504
104,1112,9784.73655418159,2022-04-22,Customer 1112,57,Address 1112,0,316,29.291555935495328,0.781144516158459,65.299832246262,0,Other,2022-01-14 03:00:00,2285,Merchant 2285,Location 2285
105,1116,3038.909606871837,2022-04-26,Customer 1116,22,Address 1116,0,34,61.34763595275774,0.496141397087933,74.89233384628318,0,Retail,2022-01-02 09:00:00,2686,Merchant 2686,Location 2686
106,1117,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,0,22,99.1004273987159,0.1242284781235212,53.84670686845873,0,Online,2022-01-01 21:00:00,2220,Merchant 2220,Location 2220
107,1117,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,0,30,70.07512697850342,0.6466000102947055,83.8842181328395,0,Retail,2022-01-02 05:00:00,2932,Merchant 2932,Location 2932
108,1117,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,0,150,15.24013555293646,0.9827270365132578,35.76256757704117,0,Other,2022-01-07 05:00:00,2684,Merchant 2684,Location 2684
109,1117,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,0,180,79.45616782324659,0.4466950064139259,73.50579664763814,0,Food,2022-01-08 11:00:00,2229,Merchant 2229,Location 2229
110,1119,6254.404271155562,2022-04-29,Customer 1119,61,Address 1119,0,554,66.54225115991392,0.2028945147901161,22.58265333635443,0,Retail,2022-01-24 01:00:00,2309,Merchant 2309,Location 2309
111,1120,7450.419004134611,2022-04-30,Customer 1120,47,Address 1120,0,114,77.57986716270221,0.8384719464730573,97.86479106596292,0,Travel,2022-01-05 17:00:00,2240,Merchant 2240,Location 2240
112,1120,7450.419004134611,2022-04-30,Customer 1120,47,Address 1120,0,403,23.412394540837305,0.1298690814728298,85.03298823557836,0,Retail,2022-01-17 18:00:00,2955,Merchant 2955,Location 2955
113,1121,4584.987687518285,2022-05-01,Customer 1121,23,Address 1121,0,29,25.334803493141827,0.4633405713676668,73.08040768249539,0,Other,2022-01-02 04:00:00,2322,Merchant 2322,Location 2322
114,1122,4998.111232701779,2022-05-02,Customer 1122,54,Address 1122,0,190,13.936656978315106,0.1324130798457156,97.45799845652886,0,Travel,2022-01-08 21:00:00,2778,Merchant 2778,Location 2778
115,1122,4998.111232701779,2022-05-02,Customer 1122,54,Address 1122,0,492,17.903935219000818,0.7727275538583714,29.26918585734194,0,Travel,2022-01-21 11:00:00,2616,Merchant 2616,Location 2616
116,1123,7347.086686903932,2022-05-03,Customer 1123,34,Address 1123,0,153,40.52631372440093,0.8608939744740778,23.84789057823815,0,Online,2022-01-07 08:00:00,2514,Merchant 2514,Location 2514
117,1123,7347.086686903932,2022-05-03,Customer 1123,34,Address 1123,0,994,95.9649600417467,0.5084524017969126,99.4767532307276,0,Food,2022-02-11 09:00:00,2906,Merchant 2906,Location 2906
118,1124,6746.988789784419,2022-05-04,Customer 1124,45,Address 1124,0,206,94.570751399094,0.3867848646906189,45.34907934754776,0,Travel,2022-01-09 13:00:00,2493,Merchant 2493,Location 2493
119,1124,6746.988789784419,2022-05-04,Customer 1124,45,Address 1124,0,474,47.2247769165285,0.2191924442418531,42.845963719216265,0,Food,2022-01-20 17:00:00,2519,Merchant 2519,Location 2519
120,1124,6746.988789784419,2022-05-04,Customer 1124,45,Address 1124,0,950,79.37427413633232,0.0777500991231449,95.26787369146018,0,Online,2022-02-09 13:00:00,2312,Merchant 2312,Location 2312
121,1125,8801.922036350712,2022-05-05,Customer 1125,58,Address 1125,0,576,97.0455292967774,0.6122810354811906,73.46425263287489,0,Food,2022-01-24 23:00:00,2736,Merchant 2736,Location 2736
122,1125,8801.922036350712,2022-05-05,Customer 1125,58,Address 1125,0,745,90.13649701316616,0.539134170201349,40.101361191474375,0,Other,2022-02-01 00:00:00,2775,Merchant 2775,Location 2775
123,1126,7080.103438619933,2022-05-06,Customer 1126,27,Address 1126,0,156,58.78105340124304,0.195162305471047,92.42444949008308,0,Retail,2022-01-07 11:00:00,2245,Merchant 2245,Location 2245
124,1126,7080.103438619933,2022-05-06,Customer 1126,27,Address 1126,0,496,38.411192485188,0.8041714286503358,72.22326538432765,0,Travel,2022-01-21 15:00:00,2164,Merchant 2164,Location 2164
125,1126,7080.103438619933,2022-05-06,Customer 1126,27,Address 1126,0,744,85.95300105522477,0.7156775641569315,59.39017795367924,0,Retail,2022-01-31 23:00:00,2421,Merchant 2421,Location 2421
126,1127,4843.2904163743615,2022-05-07,Customer 1127,39,Address 1127,0,165,70.65807372432405,0.063965262052487,39.62416222970549,0,Food,2022-01-07 20:00:00,2998,Merchant 2998,Location 2998
127,1128,7899.461183038991,2022-05-08,Customer 1128,21,Address 1128,0,867,81.41515284943999,0.8069617907713429,96.7957398517478,0,Travel,2022-02-06 02:00:00,2160,Merchant 2160,Location 2160
128,1129,4396.07692646077,2022-05-09,Customer 1129,39,Address 1129,0,145,45.94470335816509,0.7695243691162444,18.760393793572423,0,Online,2022-01-07 00:00:00,2936,Merchant 2936,Location 2936
129,1129,4396.07692646077,2022-05-09,Customer 1129,39,Address 1129,0,319,23.85431432932064,0.8085710538493318,42.37126163650664,0,Food,2022-01-14 06:00:00,2787,Merchant 2787,Location 2787
130,1131,6496.108703688331,2022-05-11,Customer 1131,41,Address 1131,0,938,50.36171009890702,0.662685734015089,56.52607726320148,0,Travel,2022-02-09 01:00:00,2486,Merchant 2486,Location 2486
131,1132,4552.1052691343975,2022-05-12,Customer 1132,47,Address 1132,0,609,90.48071057199276,0.2494273555152583,71.4622660268702,1,Online,2022-01-26 08:00:00,2922,Merchant 2922,Location 2922
132,1132,4552.1052691343975,2022-05-12,Customer 1132,47,Address 1132,0,837,80.56230250293223,0.4974783808458732,99.6010348998968,0,Retail,2022-02-04 20:00:00,2974,Merchant 2974,Location 2974
133,1132,4552.1052691343975,2022-05-12,Customer 1132,47,Address 1132,0,928,75.05441065286574,0.2432574499650226,19.236338548138068,0,Online,2022-02-08 15:00:00,2517,Merchant 2517,Location 2517
134,1135,7871.3859110145295,2022-05-15,Customer 1135,49,Address 1135,0,303,61.98793644916741,0.6907669459308304,51.243510294736616,0,Travel,2022-01-13 14:00:00,2703,Merchant 2703,Location 2703
135,1136,7321.062181909426,2022-05-16,Customer 1136,29,Address 1136,0,919,76.7037658134944,0.092037327296395,48.46699759690941,0,Retail,2022-02-08 06:00:00,2301,Merchant 2301,Location 2301
136,1137,4843.333768944447,2022-05-17,Customer 1137,52,Address 1137,0,353,89.08776661986285,0.0345541173441893,49.05614324658684,0,Other,2022-01-15 16:00:00,2051,Merchant 2051,Location 2051
137,1137,4843.333768944447,2022-05-17,Customer 1137,52,Address 1137,0,575,62.98349325215778,0.2413802893802608,90.20980446696748,0,Retail,2022-01-24 22:00:00,2380,Merchant 2380,Location 2380
